"",COMPANY / EST. NAME,ADDRESS,"POSTAL CODE",,,
"",SPIZE CONTINENTAL KITCHEN,338,BEDOK ROAD,-,BEDOK SHOPPING COMPLEX,4  6  9  5   16
"",SPIZE DESSERTS,332,BEDOK ROAD,-,BEDOK SHOPPING COMPLEX,4  6  9  5   05
"","Springleaf Prata Place Restaurant &Catering",1,THONG SOON AVENUE,-,SPRINGLEAF GARDEN,7  8  7  4  31
"","Springleaf Prata Place Restaurant &Catering",57B,JALAN TUA KONG,-,-,457253
"","Springleaf Prata Place Restaurant &Catering",2,JURONG EAST CENTRAL 1,B1-11,JURONG ENTERTAINMENT CENTRE,6  0  9  7  3 1
"","Springleaf Prata Place Restaurant &Catering",106,CLEMENTI STREET 12,01-64,-,120106
"",Srisun Express,132,BUKIT BATOK WEST AVENUE 6,01-308,-,650132
"",Srisun Express,474,TAMPINES STREET 43,01-118,-,520474
"",Srisun Express,56,SERANGOON GARDEN WAY,-,SERANGOON GARDEN ESTATE,5  5  5  9  5 2
"",Srisun Express,407,ANG MO KIO AVENUE 10,01-743,-,560407
"",Srisun Prata.Com,123,BEDOK NORTH STREET 2,01-142,-,460123
"",Srisun Prata.Com,261,Punggol Way,01-01,SHI FU EATING HOUSE,820261
"",Srisun Prata.Com,203,HOUGANG STREET 21,01-89,-,530203
"",Srisun Prata.Com,507,Yishun Avenue 4,01-01,-,760507
"",Srisun Prata.Com,964,JURONG WEST STREET 91,01-340,-,640964
"",Srisun Prata.Com,327,HOUGANG AVENUE 5,01-156,-,530327
"",Srisun Prata.Com,302,CHOA CHU KANG AVENUE 4,01-719,-,680302
"",Srisun Prata.Com,182A,Rivervale Crescent,01-01,-,540182
"",Srisun Prata.Com,418,YISHUN AVENUE 11,01-385,-,760418
"",Srisun Prata.Com,317,Yishun Avenue 9,01-01,Yishun Green Walk,760317
"",Srisun Prata.Com,501,JURONG WEST STREET 51,01-251,-,640501
"",Srisun Prata.Com,168,BEDOK SOUTH AVENUE 3,01-471,-,460168
"",Srisun Prata.Com,651,JURONG WEST STREET 61,01-02,-,640651
"",Srisun Signature,291,Yishun Street 22,01-387,-,760291
"","Staff Cafeteria @ BD  (Mngd bySATS FOOD SERVICES PTE. LTD.)",30,TUAS AVENUE 2,-,-,639461
"","Staff Cafeteria @ Exxon MobilChemical (Mngd by Compass Group)",100,Jurong Island Highway,-,Exxon Mobil Chemical,627867
"","Staff Cafeteria @ ExxonMobil AsiaPacific (Mngd by Compass Group)",1,AYER CHAWAN PLACE,-,EXXON MOBIL ASIA PACIFIC PE. LTD,627871
"","Staff Cafeteria @ ExxonMobil AsiaPacific (Mngd by Compass Group)",,23 Tembusu Road,-,ExxonMobil Asia Pacific Pte Ltd,627596
"","Staff Cafeteria @ York Hotel (Mngdby Compass Group Singapore)",21,MOUNT ELIZABETH,01-00,YORK HOTEL,2  2  8  516
"","Staff Cafeteria STALL @ AppliedMaterials (MNGD BY COMPASSGROUP)",8,UPPER CHANGI ROAD NORTH,04-01,APPLIED MATERIALS BUILDING,506906
"","Staff Cafeteria Stall @ HalliburtonCompletion Technology & Mfg Ctr(Mngd By The Wok People)",11,Tuas South Avenue 12,-,-,637131
"","Staff Cafeteria@ DBS Asia Gateway(Mngd by Chilli Api Catering Pte Ltd)",10,TOH GUAN ROAD,04-11,T T INTERNATIONAL TRADEPARK,6  0  8  8 38
"","STAFF CAFETERIA@NOVOTELHOTEL (MNGD BY ISS)",177A,RIVER VALLEY ROAD,-,"NOVOTEL SINGAPORE CLARKEQUAY",179031
"","STAFF CANTEEN @ ELIXIR (MNGDBY ISS CATERING)",10,TUAS BAY LANE,-,-,637461
"","Staff Canteen @ Merit MedicalSingapore Pte Ltd",198,YISHUN AVENUE 7,03,-,768926
"","Staff Canteen @ WoodlandsCheckpoint (Managed By Asia FoodCafeteria)",21,WOODLANDS CROSSING,0  7-2021,-,738203
"","Staff Canteen Stall @ 3M Innovation(Mngd by Soo San Na Catering)",2,TUAS LINK 4,-,-,637321
"","Staff Canteen Stall @ 3M Singapore(Mngd by Soo San Na Catering)",100,WOODLANDS AVENUE 7,-,-,738205
"","Staff Canteen Stall @ ABBVIEOperations Singapore Pte Ltd (Mngdby Compass group)",,23 Tuas South Avenue 6,-,-,637022
"","Staff Canteen Stall @ Amara Hotel(Mngd by The Wok People)",165,TANJONG PAGAR ROAD,-,"AMARA HOTEL, THE",0  8  8  539
"","STAFF CANTEEN STALL @BAXTER (MNGD BY PRO*3INSTITUTIONAL CATERING PTELTD)",,"2 Woodlands Industrial Park DStreet 2",-,"Baxter Health Care SA (SingaporeBranch)",737778
"","STAFF CANTEEN STALL @BOLLORE LOGISTICS (MNGD BYSODEXO SINGAPORE PTE LTD)",11,PIONEER TURN,01-01,BOLLORE LOGISTICS,627575
"","Staff Canteen Stall @ DHL SupplyChain (Mngd by Foodfest F&B PteLtd)",1,Greenwich Drive,1M2,"DHL Supply Chain Advances RegionalCentre",533865
"","Staff canteen stall @ ICES (Mngd byPRO*3 Institutional Catering Pte Ltd)",1,PESEK ROAD,-,"INSTITUTE OF CHEMICALENGINEERING SCIENCES LTD",627833
"","Staff Canteen Stall @ Kuehne+Nagel(Mngd by Sodexo Singapore Pte Ltd)",10,Pioneer Cresent,-,Kuehne +Nagel,628566
"","Staff Canteen Stall @ Lonza BiologicsTuas Pte Ltd (Mngd By The WokPeople)",35,TUAS SOUTH AVENUE 6,-,-,637377
"","Staff Canteen Stall @ MandarinOriental Singapore (Mngd By TheWok People)",5,RAFFLES AVENUE,B1,"MANDARIN ORIENTAL, SINGAPORE",0  3  9  7  97
"","Staff Canteen Stall @ MSDInternational GMBH (SingaporeBranch) (Mngd By The Wok People)",50,TUAS WEST DRIVE,-,-,638408
"","Staff Canteen Stall @ MSDInternational GMBH (SingaporeBranch) (Mngd By The Wok People)",70,TUAS WEST DRIVE,-,-,638414
"","Staff Canteen Stall @ MSDInternational GMBH (SingaporeBranch) (Mngd By The Wok People)",60,TUAS WEST DRIVE,-,-,638413
"","Staff Canteen Stall @ MSDInternational GMBH (SingaporeBranch) (Mngd By The Wok People)",21,TUAS SOUTH AVENUE 6,-,-,637766
"","Staff Canteen Stall @ Parkroyal onKitchener Road (Mngd by ISSCatering)",181,KITCHENER ROAD,01,NEW PARK HOTEL,2  0  8  5 33
"","Staff Canteen Stall @ Pfizer AsiaPacific Pte Ltd (Mngd by The WokPeople)",31,TUAS SOUTH AVENUE 6,-,-,637578
"","Staff Canteen Stall @ Royal Plaza onScotts Hotel (Mngd by ISS Catering)",25,SCOTTS ROAD,B1-00,SCOTTSWALK,2  2  8  2 20
"","Staff Canteen Stall @ Sanden Int'lPte Ltd (Mngd by Foodfest)",25,ANG MO KIO STREET 65,-,SANDEN HOUSE,5  6  9  0 62
"","Staff Canteen Stall @ ShellChemicals Seraya (Mngd by The WokPeople)",61,SERAYA AVENUE,-,-,627879
"","STAFF CANTEEN STALL @ STMARINE LTD (MNGD BY THE WOKPEOPLE)",7,BENOI ROAD,-,-,629882
"","STAFF CANTEEN STALL @SUMITOMO (MNGD BY ISSCATERING)",17,SAKRA ROAD,01-06,-,627886
"","Staff Canteen Stall @ Utac (Mngd byPro*3 Institutional Catering Pte Ltd)",5,SERANGOON NORTH AVENUE 5,05,-,554916
"","STAFF CANTEEN STALL @ WESTPHARMACEUTICAL SERVICES(MNGD BY PRO*3 INSTITUTIONALCATERING PTE LTD)",15,JOO KOON CIRCLE,02,-,629046
"","Staff Canteen Stall @ WestPharmaceutical Services (S) Pte Ltd(Mngd by The Wok People)",15,JOO KOON CIRCLE,02,-,629046
"",Staff Canteen Stall @1st CD Div HQ,3,QUEENSWAY,04-01,1st SCDF Division HQ,149073
"","STAFF CANTEEN STALL@SEAGATE W2(MNGD BY PRO*3INSTITUTIONAL CATERING PTELTD)",90,WOODLANDS AVENUE 7,-,Seagate Technology,737911
"","STAFF CANTEEN STALL@SEAGATE W3 (MNGD BY PRO*3INSTITUTIONAL CATERING PTELTD)",121,WOODLANDS AVENUE 5,-,SEAGATE TECHNOLOGY,739009
"","STAFF CANTEEN STALL 2-3 @NSTI CANTEEN (MNGD BY CYQCANTEEN)",91,JALAN BAHAR,-,"SCDF JALAN BAHAR CAMP NSTICanteen",649735
"","STAFF CANTEEN STALL@ PARKROYAL ON BEACH ROAD (MNGDBY ISS CATERING)",7500A,BEACH ROAD,-,THE PLAZA,1  9  9  591
"","Stall @ Rainbow Centre MargaretDrive School",501,MARGARET DRIVE,01-K1,"RAINBOW CENTRE (MARGARETDRIVE SCH)",149306
"","Stall 1 @ Pulau Seraya Power StationCafeteria (Mngd by ThomsonCatering)",3,SERAYA AVENUE,-,PULAU SERAYA POWER STATION,6  2  8  2  09
"",Stall 10 @ Tao Nan School,49,MARINE CRESCENT,01-49,TAO NAN SCHOOL,4  4  9  7 61
"","Stall 2 @ Sri Bistari Changi VillageFamous Ayam Penyet",418,BEDOK NORTH AVENUE 2,01-55,-,460418
"","STALL 8 @ ST PATRICK'S SECSCH",490,East Coast Road,00-00,Saint Patrick Secondary School,419529
"","STALL 8 @ TEMASEK PRIMARYSCHOOL",501,BEDOK SOUTH AVENUE 3,-,TEMASEK PRIMARY SCHOOL,4  6  9  3  00
"",STAR CINNAMON,200,VICTORIA STREET,B1-K2,BUGIS JUNCTION,1  8  8  021
"",Sticky Rice,23,BALI LANE,-,-,189859
"",Sticky Rice,23,BALI LANE,-,-,189859
"",Sticky Wings,3,GATEWAY DRIVE,02-05/05A,WESTGATE,608532
"",Sticky Wings,3,GATEWAY DRIVE,02-05/05A,WESTGATE,608532
"",STRAITS CAFE,9,BRAS BASAH ROAD,-,RENDEZVOUS GRAND HOTEL,189559
"",Straits Wok,11,JALAN TAN TOCK SENG,-,TAN TOCK SENG HOSPITAL,3  0  8  4 33
"",Straits Wok,100,BUKIT TIMAH ROAD,01-28,"KK WOMEN'S AND CHILDREN'SHOSPITAL",229899
"",Straits Wok,2,SIMEI STREET 3,-,"(S13) @ CHANGI GENERALHOSPITAL KOPITIAM",529889
"",Streats Asian Cafe,26,Sentosa Gateway,01-205,Resort World Sentosa,098138
"",Streats Cafe,1,BUKIT BATOK CENTRAL LINK,0  1-28/29/30,WEST MALL,6  5  8  713
"",Streats Cafe,10,TAMPINES CENTRAL 1,B1-05,TAMPINES ONE,5  2  9  536
"",Streats Hongkong Cafe,1,JELEBU ROAD,02-17,BUKIT PANJANG PLAZA,6  7   7  743
"",Streats Hongkong Cafe,2,JURONG EAST STREET 21,0  2-17/17A,IMM BUILDING,6  0  9 601
"",Streats Hongkong Cafe,1,PASIR RIS CLOSE,0 2-104/105,PASIR RIS NTUC RESORT,5  1  9  599
"",Streats Hongkong Cafe,,311 New Upper Changi Road,01-75,Bedok Mall,467360
"",Streats Hongkong Cafe,23,Serangoon Central,03-08/09,NEX,556083
"",Streats Hongkong Cafe,180,KITCHENER ROAD,01-01,City Square Mall,208539
"",Stuff'd Pte Ltd,1,WOODLANDS SQUARE,B 1-K17,CAUSEWAY POINT,7  3  8  0 99
"",Stuff'd Pte Ltd,180,KITCHENER ROAD,B1-K1,CITY SQUARE MALL,208539
"",Stuff'd Pte Ltd,200,VICTORIA STREET,B1-K07,BUGIS JUNCTION,1  8  8  021
"",Stuff'd Pte Ltd,9,BISHAN PLACE,B1-19A,JUNCTION 8 SHOPPING CENTRE,5  7  9   8 37
"",Stuff'd Pte Ltd,33,SENGKANG WEST AVENUE,B2-22/23,THE SELETAR MALL,797653
"",Stuff'd Pte Ltd,4,TAMPINES CENTRAL 5,B1-K13,TAMPINES MALL,5  2  9  510
"",Stuff'd Pte Ltd,60,PAYA LEBAR ROAD,01-61,PAYA LEBAR SQUARE,409051
"",Stuff'd Pte Ltd,83,PUNGGOL CENTRAL,B2-K1,WATERWAY POINT (WEST WING),828761
"",Stuff'd Pte Ltd,3155,COMMONWEALTH AVENUE,B1-K10,CLEMENTI MALL,129588
"",Stuff'd Pte Ltd,302,TIONG BAHRU ROAD,B1-K8,TIONG BAHRU PLAZA,1  6  8  7 32
"",Stuff'd Pte Ltd,63,JURONG WEST CENTRAL 3,0 1-43/44,"CENTRIS, THE",6  4  8 331
"",Stuff'd Pte Ltd,304,ORCHARD ROAD,-,LUCKY PLAZA,2  3  8  863
"",Stuff'd Pte Ltd,90,HOUGANG AVENUE 10,01-38,HOUGANG MALL,5  3  8  7 66
"",Stuff'd Pte Ltd,30,SEMBAWANG DRIVE,B1-31,SUN PLAZA,7  5  7  713
"",Stuff'd Pte Ltd,1,PASIR RIS CENTRAL STREET 3,B1-K02,WHITESANDS,518457
"",Stuff'd Pte Ltd,60,AIRPORT BOULEVARD,0  1  6-010-K-4,"CHANGI AIRPORT TERMINAL 2ARRIVALS",819643
"",Stuff'd Pte Ltd,21,CHOA CHU KANG AVENUE 4,B1-K26,LOT 1,689812
"",Stuff'd Pte Ltd,50,JURONG GATEWAY ROAD,B1-K06,JEM,608549
"",Stuff'd Pte Ltd,23,SERANGOON CENTRAL,B2-47A,NEX MALL,556083
"",Stuff'd Pte Ltd,1,HARBOURFRONT WALK,B 2-K18,VIVO CITY,0  9  8585
"",Stuff'd Pte Ltd,311,NEW UPPER CHANGI ROAD,B2-22,BEDOK MALL,467360
"",Stuff'd Pte Ltd,21,CHOA CHU KANG NORTH 6,B1-50,YEWTEE POINT,6  8  9  578
"",Stuff'd Pte Ltd,930,YISHUN AVENUE 2,B1-43,NORTHPOINT,7  6  9  0 98
"",Stuff'd Pte Ltd,5,"CHANGI BUSINESS PARKCENTRAL 1",B1-20,CHANGI CITY POINT,486038
"",Stuff'd Pte Ltd,17,PETIR ROAD,B2-40,Hillion Mall,678278
"",Stuff'd Pte Ltd,24,RAFFLES PLACE,B1-01/10,CLIFFORD CENTRE,0  4  8  6 21
"",Subway,52,PEKIN STREET,01-01,Far East Square,048782
"",Subway,258,PASIR RIS STREET 21,01-16,LOYANG POINT,5  1  0  258
"",Subway,1,ROCHOR CANAL ROAD,B  1-27/28,SIM LIM SQUARE,1  8  8  504
"",Subway,33,Sengkang West Avenue,B1-08,Seletar Mall,797653
"",Subway,500,DOVER ROAD,-,"GATE 3, FOODCOURT 5 SINGAPOREPOLYTECHNIC",139651
"",Subway,2,Orchard Link,02-40,Scape,237978
"",Subway,168,PUNGGOL FIELD,01-11/12,PUNGGOL PLAZA,8  2  0  1 68
"",Subway,1,BUKIT BATOK CENTRAL LINK,01-18/19,WEST MALL,6  5  8  713
"",Subway,1,EXPO DRIVE,01-01,SINGAPORE EXPO,4  8  6  1 50
"",Subway,252,NORTH BRIDGE ROAD,B1-36,RAFFLES CITY SHOPPING CENTRE,1  7  9  1  03
"",Subway,133,NEW BRIDGE ROAD,B1-37,CHINATOWN POINT,0  5  9  4 13
"",Subway,2,TELOK BLANGAH WAY,01-06A,SAFRA Clubhouse (Mount Faber),098803
"",Subway,370,ALEXANDRA ROAD,01-11,ANCHORPOINT SHOPPING CENTRE,1  5  9  9  5 3
"",Subway,27,BENDEMEER ROAD,01-673,BENDEMEER VILLE,330027
"",Subway,65,"Airport Boulevard, Changi Airport",036-141-02,"Terminal 2 Departure / Transit LoungeCentral",819643
"",Subway,65,AIRPORT BOULEVARD,03-11,"CHANGI AIRPORT T3-DEPARTURE/TRANSIT LOUNGENORTH",819663
"",Subway,65,Airport Boulevard,B2-22,Changi Airport Terminal 3,819663
"",Subway,524A,JELAPANG ROAD,02-14,GREENRIDGE SHOPPING CENTRE,6  7  1  5  2 4
"",Subway,430,UPPER BUKIT TIMAH ROAD,-,Rail Mall,678056
"",Subway,1,MAJU AVENUE,B1-03,myVILLAGE @ Serangoon Gardens,5  5  6  6 79
"",Subway,535,CLEMENTI ROAD,02-01,"BLOCK 51 MAKAN PLACE, NGEE ANNPOLYTECHNIC",599489
"",Subway,1,JELEBU ROAD,02-11,BUKIT PANJANG PLAZA,6  7   7  743
"",Subway,50,TAMPINES NORTH DRIVE 2,03,COURTS MEGASTORE,5  2   8  7  66
"",Subway,9,WOODLANDS AVENUE 9,0  1-02/03,REPUBLIC POLYTECHNIC,7  3  8  9 64
"",Subway,5,TAMPINES CENTRAL 6,01-11,TELEPARK,5  2  9  482
"",Subway,76,NANYANG DRIVE,01-07,NTU,637331
"",Subway,21,Media Circle,01-02,Infinite Studios,138562
"",Subway,30,RAFFLES AVENUE,01-07B,-,039803
"",Subway,180,ANG MO KIO AVENUE 8,02-A229,NANYANG POLYTECHNIC,5  6  9  8  30
"",Subway,200,VICTORIA STREET,B1-25A,BUGIS JUNCTION,1  8  8  021
"",Subway,11,RIVERVALE CRESCENT,01-31,RIVERVALE MALL,5  4  5  082
"",Subway,180,KITCHENER ROAD,B1-35,City Square Mall,208539
"",Subway,820,THOMSON ROAD,01-30,MOUNT ALVERNIA HOSPITAL,5   7  4  6 23
"",Subway,120,MAXWELL ROAD,B 1-26/46,TANJONG PAGAR MRT STATION,0  6  9  1  19
"",Subway,31,LOWER KENT RIDGE ROAD,01-06,NUS YUSOF ISHAK HOUSE,119078
"",Subway,456,JURONG WEST STREET 41,01-744,-,640456
"",Subway,11,Bedok North Street 1,01-16,Heartbeat @ Bedok,469662
"",Subway,5,Changi Business Park Central 1,B1-35A,Changi City Point,486038
"",Subway,42,NANYANG AVENUE,01-02,"Nanyang Technological University(Student Services Centre)",639815
"",Subway,20,HAVELOCK ROAD,01-19,CENTRAL SQUARE,0   5  9  7 65
"",Subway,83,Punggol Central,B1-16,Waterway Point,828761
"",Subway,1,PASIR RIS CENTRAL STREET 3,03-03,White Sands Shopping Centre,518457
"",Subway,313,ORCHARD ROAD,B3-01,-,238895
"",Subway,40,WOODLANDS STREET 41,02,SINGAPORE AMERICAN SCHOOL,7  3  8  5  4 7
"",Subway,100,BEACH ROAD,01-41,SHAW TOWERS,1  8  9  7  02
"",Subway,90,HOUGANG AVENUE 10,02-10,HOUGANG MALL,5  3  8  7 66
"",Subway,301,UPPER THOMSON ROAD,0 1-01D,THOMSON PLAZA,5  7  4  4 08
"",Subway,162,BUKIT MERAH CENTRAL,01-3547,-,150162
"",Subway,302,UBI AVENUE 1,01-35,-,400302
"",Subway,61,ANG MO KIO AVENUE 8,01-15,Jubilee Square,569814
"",Subway,53,ANG MO KIO AVENUE 3,01-35,AMK HUB,5  6  9  933
"",Subway,12,Marina View,02-07,Asia Square 2,018961
"",Subway,302,TIONG BAHRU ROAD,01-103,TIONG BAHRU PLAZA,1  6  8  7 32
"",Subway,461,CLEMENTI ROAD,01-05,-,599491
"",Subway,80,STAMFORD ROAD,01-62,"SINGAPORE MANAGEMENTUNIVERSITY",178902
"",Subway,10,Airport Boulevard,02-228,"#02-K31, Changi Airport Terminal 4",819665
"",Subway,23,Serangoon Central 1,02-11,NEX,556083
"",Subway,1,SENGKANG SQUARE,01-20,COMPASS ONE,545078
"",Subway,8A,Marina Boulevard,B2-19,Marina Bay Link Mall,018984
"",Subway,480,LORONG 6 TOA PAYOH,01-13,HDB HUB,3  1  0  480
"",Subway,21,TAMPINES AVENUE 1,3 0B-01-03,TEMASEK POLYTECHNIC,5  2  9  7  57
"",Subway,1,Jurong East Street 21,02-33,Ng Teng Fong Hospital,609606
"",Subway,744,BEDOK RESERVOIR ROAD,0 1-3031,-,470744
"",Subway,1,ORCHID CLUB ROAD,01-38,ORCHID COUNTRY CLUB,7  6  9  1  62
"",Subway,10,EUNOS ROAD 8,B1-127,SINGAPORE POST CENTRE,4  0  8  6  00
"",Subway,1,Create Way,01-02,University Town,138602
"",Subway,87,SCIENCE PARK DRIVE,01-04,SCIENCE HUB,1  1  8  260
"",Subway,762,JURONG WEST STREET 75,01-324,Gek Poh Shopping Centre,640762
"",Subway,735,PASIR RIS STREET 72,01-304B,PASIR RIS WEST PLAZA,510735
"",Subway,1,ENGINEERING DRIVE 2,-,"BLOCK E4, FACULTY OFENGINEERING, NUS",117576
"",Subway,1,HARBOURFRONT WALK,B2-31,VIVO CITY,0  9  8585
"",Subway,10,TAMPINES CENTRAL 1,B1-03,TAMPINES ONE,5  2  9  536
"",Subway,20,EASTWOOD ROAD,01-11,EASTWOOD CENTRE,4  8  6  4  42
"",Subway,5,STADIUM WALK,01-32,LEISURE PARK,3  9  7  693
"",Subway,311,New Upper Changi Road,01-96,Bedok Mall,467360
"",Subway,383,BUKIT TIMAH ROAD,01-05,ALOCASSIA APARTMENTS,2  5  9  7  27
"",Subway,1,SELEGIE ROAD,B1-21,POMO,188306
"",Subway,80,AIRPORT BOULEVARD,03-48,"CHANGI AIRPORT T1-DEPARTURE/TRANSIT LOUNGEEAST",819642
"",Subway,1,WOODLANDS SQUARE,B1-19,CAUSEWAY POINT,7  3  8  0 99
"",Subway,60,JURONG WEST STREET 91,01-03,NANYANG COMMUNITY CLUB,6  4  9  0  40
"",Subway,462,TAMPINES STREET 44,01-62,-,520462
"",Subway,30,Tai Seng Street,02-02,BreadTalk IHQ,534013
"",Subway,1,YUAN CHING ROAD,01-05A,Superbowl Jurong,618640
"",Subway,1,JALAN ANAK BUKIT,B2-FB1,BUKIT TIMAH PLAZA,5   8  8 996
"",Subway,,DEPTFORD ROAD,-,PORT OF SINGAPORE AUTHORITY,7  5  9  6  57
"",Subway,9,RAFFLES BOULEVARD,01-101,MILLENIA WALK,0  3  9  596
"",Subway,14,SCOTTS ROAD,01-36,FAR EAST PLAZA,2  2  8  213
"",Subway,238,THOMSON ROAD,0 2-28/29,VELOCITY @ NOVENA SQUARE,3  0  7  6  8  3
"",Subway,154,WEST COAST ROAD,B1-13,WEST COAST PLAZA,127371
"",Subway,25B,LORONG LIPUT,-,HOLLAND VILLAGE,2   7  7  735
"",Subway,6,RAFFLES BOULEVARD,02-52,MARINA SQUARE,0  3  9  5 94
"",Subway,103,PENANG ROAD,0 1-02/03,VISIONCREST,2  3  8  467
"",Subway,177,RIVER VALLEY ROAD,01-13A,LIANG COURT SHOPPING CENTRE,1  7  9  0  30
"",Subway,6,EU TONG SEN STREET,01-66,The Central,059817
"",Subway,1,Tampines Walk,B1-52A,Tampines Hub,528523
"",Subway,598,Yishun Ring Road,B1-08,WISTERIA,768698
"",Subway,5,TAMPINES AVENUE 3,01-08,TAMPINES WEST COMMUNITY CLUB,5  2  9  7  0 5
"",Subway,1,Lower Kent Ridge Road,01-10,NUH Medical Centre,119082
"",Subway,2,Ang Mo Kio Drive,02-08,ITE College Central,567720
"",Subway,1,MARITIME SQUARE,02-82,HARBOURFRONT CENTRE,0  9  9  2  5 3
"",Subway,100,TRAS STREET,01-15,100AM,079027
"",Subway,101,THOMSON ROAD,B 1-04/05,UNITED SQUARE,3  0  7  5 91
"",Subway,57,Dawson Road,01-12,Dawson Place,142047
"",Subway,55,SIGLAP ROAD,01-13/14,SIGLAP CENTRE,4  5  5  871
"",Subway,2,JURONG EAST STREET 21,01-114,IMM BUILDING,6  0  9 601
"",Subway,1,JURONG WEST CENTRAL 2,01-33A,JURONG POINT,6   4  8  886
"",Subway,1,KIM SENG PROMENADE,B2-09,GREAT WORLD CITY,2  3  7  9 94
"",Subway,42,IMBIAH ROAD,0  1-02/03/04,-,099701
"",Subway,2,JURONG EAST CENTRAL 1,B1-K04,JCUBE,609731
"",Subway,51,Hougang Avenue 9,01-02,Ci Yuan Community Centre,538776
"",Subway,802,BUKIT BATOK WEST AVENUE 5,01-14,BUKIT GOMBAK MRT STATION,6  5  9  0 83
"",Subway,90,Yishun Central,01-02/03,Khoo Teck Puat Hospital,768828
"",Subway,1,Joo Koon Circle,01-07,Fairprice Hub,629117
"",Subway,399,YUNG SHENG ROAD,01-22,TAMAN JURONG SHOPPING CENTRE,610399
"",Subway,3,TEMASEK BOULEVARD,B1-147,SUNTEC CITY MALL,0  3  8  983
"",Subway,2,SIMEI STREET 3,01-03,CHANGI GENERAL HOSPITAL,5  2  9  8  89
"",Subway,1,Vista Exchange Green,B1-34,Star Vista,138617
"",Subway,3,SIMEI STREET 6,B1-10,EASTPOINT MALL,5  2  8  833
"",Subway,809,FRENCH ROAD,01-34,KITCHENER COMPLEX,2  0  0   8 09
"",Subway,205,HOUGANG STREET 21,01-136,HEARTLAND MALL- KOVAN,5  3  0   2 05
"",Subway,5,TAMPINES STREET 32,01-21,TAMPINES MART,529284
"",Subway,9,BISHAN PLACE,01-31,JUNCTION 8 SHOPPING CENTRE,5  7  9   8 37
"",Subway,20,Ah Hood Road,01-33/34,Zhongshan Mall,329984
"",Subway,25,AIRLINE ROAD,B1-26,AIRLINE HOUSE,8  1  9  829
"",Subway,271,BUKIT TIMAH ROAD,01-06,BALMORAL PLAZA,2  5  9  7 08
"",Subway,475,CHOA CHU KANG AVENUE 3,01-22,SUNSHINE PLACE,6  8  0  4 75
"",Subway,40,Pasir Panjang Road,02-34,Maple Tree Business City,117383
"",Subway,21,CHOA CHU KANG AVENUE 4,B 1-34/35,Lot One Shopper's Mall,689812
"",SUDI MAKAN,60,JURONG GATEWAY ROAD,01-12A,JURONG EAST BUS INTERCHANGE,608548
"","Sumber Ayam by Guan Chee (R5) @Food Republic Manulife Centre",51,BRAS BASAH ROAD,01-03,(MINI RESTAURANT 5),1 89554
"","Sunspot Cafeteria @ Suntec CityTower 5 (Mngd By The Wok People)",1,RAFFLES BOULEVARD,B1,"SINGAPORE INT'L CONVENTION &EXHIBITION CTR",039593
"",Susan BBQ (S5) @ Tang Tea House,244,JALAN KAYU,01-01,-,799468
"",Sutha's Cafe,103,Irrawaddy Road,01-01,Royal Square,329566
"",SWEE HENG 1989 BAKERY CAFE,10,EUNOS ROAD 8,B1-158,SINGAPORE POST CENTRE,4  0  8  6  00
"",SWEE HENG 1989 BAKERY CAFE,10,EUNOS ROAD 8,B1-158,SINGAPORE POST CENTRE,4  0  8  6  00
"",SWEE HENG 1989 CLASSIC,1,BUKIT BATOK CENTRAL LINK,01-03,WEST MALL,6  5  8  713
"",SWEE HENG 1989 CLASSIC,11,RIVERVALE CRESCENT,01-25,RIVERVALE MALL,5  4  5  082
"",SWEE HENG 1989 CLASSIC,33,SENGKANG WEST AVENUE,"B1-K7/K8/K9",SELETAR MALL,797653
"",SWEE HENG 1989 CLASSIC,11,COLLYER QUAY,01-11,"ARCADE, THE",0  4  9  317
"",SWEE HENG 1989 CLASSIC,,7 WALLICH STREET,B2-33,TANJONG PAGAR CENTRE,078884
"",SWEE HENG 1989 CLASSIC,,1 JURONG EAST STREET 21,02-13,"TOWER A, NG TENG  FONGGENERAL HOSPITAL",609606
"",SWEE HENG 1989 CLASSIC,63,JURONG WEST CENTRAL 3,03-31,JURONG POINT,6   4 8331
"",SWEE HENG 1989 CLASSIC,,5 STRAITS VIEW,B2-46,MARINA ONE THE HEART,018935
"",SWEE HENG 1989 CLASSIC,,51 TAMPINES AVENUE 4,B1-40/41,OUR TAMPINES HUB,529684
"",SWEE HENG 1989 CLASSIC,681,PUNGGOL DRIVE,B1-04,OASIS TERRACES,820681
"",SWEE HENG 1989 CLASSIC,681,PUNGGOL DRIVE,B1-04,OASIS TERRACES,820681
"",SWEE HENG 1989 CLASSIC,1,Northpoint Drive,B2-114,NORTHPOINT CITY,768019
"",SWEE HENG 1989 CLASSIC,,7 WALLICH STREET,B2-33,TANJONG PAGAR CENTRE,078884
"",SWEE HENG 1989 CLASSIC,1,BUKIT BATOK CENTRAL LINK,01-03,WEST MALL,6  5  8  713
"",SWEE HENG 1989 CLASSIC,33,SENGKANG WEST AVENUE,"B1-K7/K8/K9",SELETAR MALL,797653
"",SWEE HENG 1989 CLASSIC,63,JURONG WEST CENTRAL 3,03-31,JURONG POINT,6   4 8331
"",SWEE HENG 1989 CLASSIC,3155,"COMMONWEALTH AVENUEWEST",B1-K1/K2,THE CLEMENTI MALL,129588
