,Name,Address1,Address2,Address3,Address4,Postal,lng,lat,full_address
572,FISH & CO RESTAURANTS PTE LTD,60,AIRPORT BOULEVARD,36-85,CHANGI AIRPORT TERMINAL 2 (VIEWING MALL NORTH),819643,103.9895145,1.3541940000000001,60 AIRPORT BOULEVARD 36-85 CHANGI AIRPORT TERMINAL 2 (VIEWING MALL NORTH)
573,Fish Soup (R7) @ Staff Canteen by Kopitiam Changi Airport Terminal 2,60,AIRPORT BOULEVARD,3M-07,CHANGI AIRPORT TERMINAL 2,819643,103.9895145,1.3541940000000001,60 AIRPORT BOULEVARD 3M-07 CHANGI AIRPORT TERMINAL 2
574,Fish Soup (S2) @ Bagus Causeway Point,1,WOODLANDS SQUARE,07-03,CAUSEWAY POINT,738099,103.785984,1.435878,1 WOODLANDS SQUARE 07-03 CAUSEWAY POINT
575,Fish Soup (S4) @ Cantine Jurong Point,1,JURONG WEST CENTRAL 2,B   1 -42/43/44,JURONG POINT,648886,103.7067075,1.339632,1 JURONG WEST CENTRAL 2 B   1 -42/43/44 JURONG POINT
576,Fish Soup (S4) @ Cantine Paya Lebar Square,60,Paya Lebar Road,B1-51,Paya Lebar Square,409051,103.89258,1.3188149999999998,60 Paya Lebar Road B1-51 Paya Lebar Square
577,Fish Soup (S5) @ Healthy Kopitiam NTFGH,01,Jurong East Street 21,02-01,Ng Teng Fong General Hospital,609606,103.7442825,1.334826,01 Jurong East Street 21 02-01 Ng Teng Fong General Hospital
578,Fish Soup (S6) @ Koufu Sengkang General and Community Hospital,1,Anchorvale Street,01-21,Sengkang General Hospital,544835,103.891365,1.395702,1 Anchorvale Street 01-21 Sengkang General Hospital
579,FISH SOUP (S8) @ LOT ONE SHOPPER'S MALL,21,CHOA CHU KANG AVE 4,04-15/16,LOT ONE SHOPPER'S MALL,689812,103.7449755,1.38501,21 CHOA CHU KANG AVE 4 04-15/16 LOT ONE SHOPPER'S MALL
580,FISH SOUP BY THAKSIN BEEF NOODLE,2,SEAH IM ROAD,01-38,Seah Im Food Centre,099114,103.819248,1.26657,2 SEAH IM ROAD 01-38 Seah Im Food Centre
581,fish tales,,2 Orchard Link,,"02-18B, 26 & 27, *SCAPE",237978,103.8359835,1.301256," 2 Orchard Link  02-18B, 26 & 27, *SCAPE"
582,fish tales,351,BEDOK ROAD,,,469539,103.9471335,1.331451,351 BEDOK ROAD  
583,Fishball Noodle (S10) @ Cantine Paya Lebar Square,60,Paya Lebar Road,B1-51,Paya Lebar Square,409051,103.89258,1.3188149999999998,60 Paya Lebar Road B1-51 Paya Lebar Square
584,Fishball Noodle (S10) @ Healthy Kopitiam KKH,100,BUKIT TIMAH ROAD,01-28,KK WOMEN'S AND CHILDREN'S HOSPITAL,229899,103.846761,1.3104900000000002,100 BUKIT TIMAH ROAD 01-28 KK WOMEN'S AND CHILDREN'S HOSPITAL
586,Fisher's Tavern Seafood,,6 Yishun Industrial Street 1,01-01,North View Bizhub,768090,103.843665,1.436679, 6 Yishun Industrial Street 1 01-01 North View Bizhub
587,Fitra Chicken Rice (M3) @ Foodjunction Junction 8,9,BISHAN PLACE,04-01,JUNCTION 8 SHOPPING CENTRE,579837,103.8485655,1.350711,9 BISHAN PLACE 04-01 JUNCTION 8 SHOPPING CENTRE
588,Fitra Chicken Rice (M3) @ Foodjunction Junction 8,9,BISHAN PLACE,04-01,JUNCTION 8 SHOPPING CENTRE,579837,103.8485655,1.350711,9 BISHAN PLACE 04-01 JUNCTION 8 SHOPPING CENTRE
589,Fitra Chicken Rice (S10)@Foodjunction Bugis Junction,200,VICTORIA STREET,03-30,BUGIS JUNCTION,188021,103.8553875,1.298988,200 VICTORIA STREET 03-30 BUGIS JUNCTION
590,Fitra Chicken Rice (S11) @ FoodJunction Eastpoint,3,SIMEI STREET 6,04-04,EASTPOINT MALL,528833,103.953384,1.342719,3 SIMEI STREET 6 04-04 EASTPOINT MALL
591,Fitra Chicken Rice (S18)@Foodjunction Raffles City,252,NORTH BRIDGE ROAD,03-15,RAFFLES CITY SHOPPING CENTRE,179103,103.8529000084,1.2944899911,252 NORTH BRIDGE ROAD 03-15 RAFFLES CITY SHOPPING CENTRE
592,Fitra Chicken Rice (S3) @Foodjunction One Raffles Place,1,RAFFLES PLACE,05-07,OUB CENTRE,048616,103.8508875,1.284525,1 RAFFLES PLACE 05-07 OUB CENTRE
594,Fitra Chicken Rice (S4)@Foodjunction One Km,11,Tanjong Katong Road,03-38 - 40,ONE KM,437157,103.8947265,1.314603,11 Tanjong Katong Road 03-38 - 40 ONE KM
595,FITRA CHICKEN RICE (S55) @ KOPITIAM SENGKANG,10,Sengkang Square,01-01,Kopitiam Foodcourt,544829,103.8938535,1.391589,10 Sengkang Square 01-01 Kopitiam Foodcourt
596,Fitra Chicken Rice (S6)@NTUC Foodfare The Clementi Mall,3155,Commonwealth Avenue West,04-21/22,The Clementi Mall,129588,103.7644245,1.3149,3155 Commonwealth Avenue West 04-21/22 The Clementi Mall
597,Fitra Chicken Rice (S7) @ Orchis T1 Canteen,80,AIRPORT BOULEVARD,UB,CHANGI AIRPORT TERMINAL 1,819642,103.990842,1.362537,80 AIRPORT BOULEVARD UB CHANGI AIRPORT TERMINAL 1
598,Fitra Chicken Rice (S8) @Foodjunction NEX,23,Serangoon Central,04-36/37,NEX,556083,103.872294,1.350765,23 Serangoon Central 04-36/37 NEX
599,Fitra Foods Hainanese Chicken Rice (S11) @ FoodRepublic City Square,180,KITCHENER ROAD,04-31,CITY SQUARE MALL,208539,103.856625,1.31139,180 KITCHENER ROAD 04-31 CITY SQUARE MALL
600,Fitra Hainanese Chicken Rice (S1)@Food Republic Wisma Atria,435,ORCHARD ROAD,0 4-02/38,WISMA ATRIA,238877,103.83318,1.303848,435 ORCHARD ROAD 0 4-02/38 WISMA ATRIA
601,Fitra Western/Chicken Rice (MR2)@Foodjunction Rivervale Mall,11,RIVERVALE CRESCENT,0 1-01/03,RIVERVALE MALL,545082,103.904226,1.392228,11 RIVERVALE CRESCENT 0 1-01/03 RIVERVALE MALL
602,FLAMING SPICE,1,PASIR RIS CLOSE,01-309,E!HUB@DOWNTOWN EAST,519599,103.9555299339,1.3771599484000001,1 PASIR RIS CLOSE 01-309 E!HUB@DOWNTOWN EAST
603,Flavour Flings,121,HOUGANG AVENUE 1,01-1348,,530121,103.886937,1.353861,121 HOUGANG AVENUE 1 01-1348 
604,Fong Seng Fast Food Nasi Lemak,22,Clementi Road,,,129751,103.7687265,1.292994,22 Clementi Road  
605,FONG SENG NASI LEMAK,101,PASIR PANJANG ROAD,,,118527,103.7948265,1.27503,101 PASIR PANJANG ROAD  
606,FOOD FEST,461,CLEMENTI ROAD,01-1.24,Annexe Building Block B @ SIM,599491,103.7762955,1.328967,461 CLEMENTI ROAD 01-1.24 Annexe Building Block B @ SIM
607,Foodlicious (S6) @ Awal Makan Place,60,PASIR RIS DRIVE 3,01,ARANDA COUNTRY CLUB,519497,103.9534425,1.375704,60 PASIR RIS DRIVE 3 01 ARANDA COUNTRY CLUB
608,FRIAR'S @ UNIVERSAL STUDIOS SINGAPORE (RWS),30,SENTOSA GATEWAY,01-333,,098269,103.8230145,1.2539609999999999,30 SENTOSA GATEWAY 01-333 
609,Fried Chicken Master,23,Serangoon Central,B2-48A,Nex,556083,103.872294,1.350765,23 Serangoon Central B2-48A Nex
610,Fried Items by Straits Wok (S8) @ Kopitiam T2,60,AIRPORT BOULEVARD,06-10,CHANGI AIRPORT TERMINAL 2,819643,103.9895145,1.3541940000000001,60 AIRPORT BOULEVARD 06-10 CHANGI AIRPORT TERMINAL 2
611,Fried Kway Teow (S5) @ Bagus Causeway Point,1,WOODLANDS SQUARE,07-03,CAUSEWAY POINT,738099,103.785984,1.435878,1 WOODLANDS SQUARE 07-03 CAUSEWAY POINT
612,Fried Kway Teow (S8) @ On The Ridge by Kopitiam NUH,1,Lower Kent Ridge Road,05-01,One@KentRidge,119082,103.78396,1.29355,1 Lower Kent Ridge Road 05-01 One@KentRidge
613,Fried Rice (S1) NTUC Foodfare AMKHub,53,ANG MO KIO AVENUE 3,03-12,AMK HUB,569933,103.8484125,1.3691879999999998,53 ANG MO KIO AVENUE 3 03-12 AMK HUB
614,Fried Yong Tau FU (S5) @ Quad Cafe,60,NANYANG DRIVE,B1,School of Biological Sciences,637551,103.6789000183,1.3446399583,60 NANYANG DRIVE B1 School of Biological Sciences
615,FS Cafe,27,WOODLANDS AVENUE,01-03,REPUBLIC POLYTECHNIC,738964,103.7834055,1.444689,27 WOODLANDS AVENUE 01-03 REPUBLIC POLYTECHNIC
616,FS Cafe,535,CLEMENTI ROAD,01-01,NGEE ANN POLYTECHNIC,599489,103.7771099753,1.3331799683,535 CLEMENTI ROAD 01-01 NGEE ANN POLYTECHNIC
617,Fusion Delights (S1) @ Mr Teh Tarik Eating House,728,ANG MO KIO AVENUE 6,01-4200,,560728,103.845681,1.372626,728 ANG MO KIO AVENUE 6 01-4200 
618,Fusion Delights (S2) @ Mr Teh Tarik,204,BEDOK NORTH STREET 1,01-435,,460204,103.9299975,1.326357,204 BEDOK NORTH STREET 1 01-435 
619,Fusion Delights (S2) @ Mr Teh Tarik Eating House,625,ELIAS ROAD,01-332,ELIAS MALL,510625,103.9419765,1.3786019999999999,625 ELIAS ROAD 01-332 ELIAS MALL
620,fusion spoon,1,CLUNY ROAD,B1-00,NATIONAL PARKS BOARD,259569,103.8163455,1.3125149999999999,1 CLUNY ROAD B1-00 NATIONAL PARKS BOARD
621,Fusion Western (S7) @ 449 Coffee Shop,449,Clementi Ave 3,01-211,,120449,103.764996,1.313208,449 Clementi Ave 3 01-211 
622,G V MEAT DISTRIBUTOR,665,BUFFALO ROAD,,ZHUJIAO CENTRE (TEKKA MARKET),210665,103.850532,1.306206,665 BUFFALO ROAD  ZHUJIAO CENTRE (TEKKA MARKET)
623,GADO & GRILL,60,PAYA LEBAR ROAD,B1-08,PAYA LEBAR SQUARE,409051,103.89258,1.3188149999999998,60 PAYA LEBAR ROAD B1-08 PAYA LEBAR SQUARE
624,GADO & GRILL,1,RAFFLES PLACE,B1-20,ONE RAFFLES PLACE,048616,103.8508875,1.284525,1 RAFFLES PLACE B1-20 ONE RAFFLES PLACE
625,GADO & GRILL,1,NORTHPOINT DRIVE,B1-198,NORTHPOINT CITY,768019,103.8361725,1.427868,1 NORTHPOINT DRIVE B1-198 NORTHPOINT CITY
626,GELARE,1,Vista Exchange Green,02-27,The Star Vista,138617,103.788153,1.306719,1 Vista Exchange Green 02-27 The Star Vista
627,GELARE,83,PUNGGOL CENTRAL,02-25,WATERWAY POINT (West Wing),828761,103.9018000589,1.4057800345,83 PUNGGOL CENTRAL 02-25 WATERWAY POINT (West Wing)
628,GELARE,313,ORCHARD ROAD,B2-15,313@SOMERSET,238895,103.837986,1.301193,313 ORCHARD ROAD B2-15 313@SOMERSET
629,GELARE,333,BOON LAY WAY,2B-02,Safra Jurong,649848,103.70593,1.33512,333 BOON LAY WAY 2B-02 Safra Jurong
631,GELARE,51,YISHUN CENTRAL 1,01-06/K2,YISHUN 10 CINEMA COMPLEX,768794,103.83656,1.4297300000000002,51 YISHUN CENTRAL 1 01-06/K2 YISHUN 10 CINEMA COMPLEX
632,GELARE,1,WOODLANDS SQUARE,03-K-  06/07/08,CAUSEWAY POINT,738099,103.785984,1.435878,1 WOODLANDS SQUARE 03-K-  06/07/08 CAUSEWAY POINT
633,GELARE,201,VICTORIA STREET,05-10,BUGIS+,188067,103.8546405,1.2994919999999999,201 VICTORIA STREET 05-10 BUGIS+
634,GELARE,1,BUKIT BATOK CENTRAL LINK,01-06,WEST MALL,658713,103.749354,1.350018,1 BUKIT BATOK CENTRAL LINK 01-06 WEST MALL
635,GELARE,750,CHAI CHEE ROAD,01-32,TECHNOPARK @ CHAI CHEE,469000,103.922109,1.323666,750 CHAI CHEE ROAD 01-32 TECHNOPARK @ CHAI CHEE
636,GELARE,11,Tanjong Katong Road,03-K1,KINEX SHOPPING MALL,437157,103.89443,1.31409,11 Tanjong Katong Road 03-K1 KINEX SHOPPING MALL
637,GELARE,1,SENGKANG SQUARE,01-46,COMPASS ONE,545078,103.8946200667,1.391930055,1 SENGKANG SQUARE 01-46 COMPASS ONE
638,GELARE,2,JURONG EAST STREET 21,01-22A,IMM BUILDING,609601,103.7464605,1.334988,2 JURONG EAST STREET 21 01-22A IMM BUILDING
639,GELARE,10,TAMPINES CENTRAL 1,04-K2/K3,TAMPINES ONE,529536,103.9450185,1.35432,10 TAMPINES CENTRAL 1 04-K2/K3 TAMPINES ONE
641,GLC RESTAURANT,121,UPPER PAYA LEBAR ROAD,,,534836,103.886496,1.3383,121 UPPER PAYA LEBAR ROAD  
642,Gloria Jean's Coffees,500,Jalan Sultan,,Hotel Boss,199020,103.8603600294,1.3055300404999999,500 Jalan Sultan  Hotel Boss
643,Gloria Jean's Coffees,41,Bencoolen Street,01-02,,189623,103.8499875,1.298997,41 Bencoolen Street 01-02 
644,GLORY CATERING,139,EAST COAST ROAD,,,428829,103.905072,1.306314,139 EAST COAST ROAD  
645,GO NASI PADANG (S13) @ NTUC FOODFARE (RIVERVALE MALL),11,Rivervale Crescent,-01,Rivervale Mall,545082,103.904226,1.392228,11 Rivervale Crescent -01 Rivervale Mall
646,GoGo Franks,63,JURONG WEST CENTRAL 3,03-89B,JURONG POINT,648886,103.7067075,1.339632,63 JURONG WEST CENTRAL 3 03-89B JURONG POINT
647,GoGo Franks,20,TAMPINES CENTRAL 1,01-02,TAMPINES MRT STATION,529538,103.945086,1.353483,20 TAMPINES CENTRAL 1 01-02 TAMPINES MRT STATION
648,GoGo Franks,53,ANG MO KIO AVENUE 3,B2-41,AMK HUB,569933,103.8484125,1.3691879999999998,53 ANG MO KIO AVENUE 3 B2-41 AMK HUB
649,GoGo Franks,391A,ORCHARD ROAD,B  2  -07-05-03,NGEE ANN CITY TOWER A,238873,103.83425,1.30245,391A ORCHARD ROAD B  2  -07-05-03 NGEE ANN CITY TOWER A
650,GoGo Franks,1,WOODLANDS SQUARE,,CAUSEWAY POINT,738099,103.785984,1.435878,1 WOODLANDS SQUARE  CAUSEWAY POINT
651,GoGo Franks,930,YISHUN AVENUE 2,B1-25,NORTHPOINT,769098,103.835979,1.429344,930 YISHUN AVENUE 2 B1-25 NORTHPOINT
652,Goh Chew Kee,500,Clemenceau Avenue North,01-19,Newton Food Centre,229495,103.8397545,1.3120560000000001,500 Clemenceau Avenue North 01-19 Newton Food Centre
653,GOLDILOCKS FRIED CHICKEN @ UNIVERSAL STUDIOS SINGAPORE (RWS),30,SENTOSA GATEWAY,01-332,,098269,103.8230145,1.2539609999999999,30 SENTOSA GATEWAY 01-332 
654,GOOD COFFEE PLEASE,1,JURONG EAST STREET 21,02-28,"TOWER A, NG TENG FONG GENERAL HOSPITAL",609606,103.7442825,1.334826,"1 JURONG EAST STREET 21 02-28 TOWER A, NG TENG FONG GENERAL HOSPITAL"
655,Good Old Days,60,SILOSO BEACH WALK,01-03/04,,098997,103.816944,1.251207,60 SILOSO BEACH WALK 01-03/04 
656,Goreng Pisang (S12) @ Cantine Paya Lebar Square,60,Paya Lebar Road,B1-51,Paya Lebar Square,409051,103.89258,1.3188149999999998,60 Paya Lebar Road B1-51 Paya Lebar Square
658,Grasso Coffee,11,RIVERVALE CRESCENT,0 1-17/18,RIVERVALE MALL,545082,103.904226,1.392228,11 RIVERVALE CRESCENT 0 1-17/18 RIVERVALE MALL
659,Grasso Coffee,1,IRVING PLACE,01-27/28,THE COMMERZE @ IRVING,369546,103.886433,1.336239,1 IRVING PLACE 01-27/28 THE COMMERZE @ IRVING
660,Green Delight Yong Tau Foo (S1) @ Food Republic City Square Mall,180,KITCHENER ROAD,04-31,City Square Mall,208539,103.856625,1.31139,180 KITCHENER ROAD 04-31 City Square Mall
661,Green Delights,3,Gateway Drive,B2-K15/16,Westgate,608532,103.742658,1.334133,3 Gateway Drive B2-K15/16 Westgate
662,Green Sky Fried Kway Teow,1,BEDOK ROAD,01-14,,469572,103.955481,1.320345,1 BEDOK ROAD 01-14 
663,Gurame Indonesian Restaurant Pte. Ltd.,11,CHANGI COAST WALK,,SAFRA RESORT SEA SPORTS CENTRE,499740,103.9775895,1.316268,11 CHANGI COAST WALK  SAFRA RESORT SEA SPORTS CENTRE
664,GURU'S BANANA LEAF CUISINE PTE LTD,1,CHANGI VILLAGE ROAD,01-2020,,500001,103.9880925,1.38861,1 CHANGI VILLAGE ROAD 01-2020 
665,GURU'S BANANA LEAF CUISINE PTE LTD,1,CHANGI VILLAGE ROAD,01-2018,,500001,103.9880925,1.38861,1 CHANGI VILLAGE ROAD 01-2018 
666,GURU'S BANANA LEAF CUISINE PTE LTD,19,SERANGOON NORTH AVENUE 5,02-03,,554913,103.872168,1.375524,19 SERANGOON NORTH AVENUE 5 02-03 
667,GW CHICKEN RICE (S3) @ FORK & SPOON TOA PAYOH,470,LORONG 6 TOA PAYOH,02-70,HDB HUB,310470,103.8493395,1.332036,470 LORONG 6 TOA PAYOH 02-70 HDB HUB
668,GW Chicken Rice (S6) @ Aiman Cafe,235,JURONG EAST STREET 21,01-320,,600235,103.7421585,1.339974,235 JURONG EAST STREET 21 01-320 
669,HAI KEE SEAFOOD,500,CLEMENCEAU AVENUE NORTH,01-78,NEWTON FOOD CENTRE,229495,103.8397545,1.3120560000000001,500 CLEMENCEAU AVENUE NORTH 01-78 NEWTON FOOD CENTRE
670,Hainanese Chicken Rice (S10) @ Kopitiam JCube,2,JURONG EAST CENTRAL 1,B1-19,JCube,609731,103.7401785,1.333269,2 JURONG EAST CENTRAL 1 B1-19 JCube
671,Hainanese Chicken Rice (S3) @ NTUC Foodfare Fairprice Hub,1,Joo Koon Circle,03-25,Fairprice Hub,629117,103.67899,1.32702,1 Joo Koon Circle 03-25 Fairprice Hub
672,Halal Section @ NTUC Fairprice,510,Bishan Street 13,01-520,,570510,103.8496905,1.348884,510 Bishan Street 13 01-520 
673,Halal Section @ NTUC Fairprice,11,RIVERVALE CRESCENT,03-01,RIVERVALE MALL,545082,103.904226,1.392228,11 RIVERVALE CRESCENT 03-01 RIVERVALE MALL
674,Halal Section @ NTUC Fairprice,133,NEW BRIDGE ROAD,B1-01,CHINATOWN POINT,059413,103.845213,1.285425,133 NEW BRIDGE ROAD B1-01 CHINATOWN POINT
675,Halal Section @ NTUC Fairprice,712,Ang Mo Kio Ave 6,01-4056,,560712,103.847085,1.371411,712 Ang Mo Kio Ave 6 01-4056 
676,Halal Section @ NTUC Fairprice,17,Petir Road,B2-67,Hillion Mall,678278,103.7637199988,1.3782500228,17 Petir Road B2-67 Hillion Mall
677,Halal Section @ NTUC Fairprice,1,Stadium Place,01-29,Kallang Wave Mall,397628,103.873149,1.303074,1 Stadium Place 01-29 Kallang Wave Mall
678,Halal Section @ NTUC Fairprice,50,Jurong Gateway Road,B1-21/22,JEM,608549,103.743261,1.332549,50 Jurong Gateway Road B1-21/22 JEM
679,Halal Section @ NTUC Fairprice,30,SEMBAWANG DRIVE,B  1  -01/02/03,SUN PLAZA,757713,103.8195,1.448199,30 SEMBAWANG DRIVE B  1  -01/02/03 SUN PLAZA
680,Halal Section @ NTUC Fairprice,23,Serangoon Central,03-01/02,Nex Mall,556083,103.872294,1.350765,23 Serangoon Central 03-01/02 Nex Mall
681,Halal Section @ NTUC Fairprice,168,PUNGGOL FIELD RD,03-01/02,PUNGGOL PLAZA,820168,103.91283,1.39419,168 PUNGGOL FIELD RD 03-01/02 PUNGGOL PLAZA
682,Halal Section @ NTUC Fairprice,135,JURONG EAST STREET 13,01-337,,600135,103.7371369195,1.3376421299,135 JURONG EAST STREET 13 01-337 
683,Halal Section @ NTUC Fairprice,63,Jurong West Central 3,03-01,,648331,103.70797,1.3412600000000001,63 Jurong West Central 3 03-01 
684,Halal Section @ NTUC Fairprice,100,HOUGANG AVE 10,01-01,KANG KAR MALL,538767,103.8942495,1.371708,100 HOUGANG AVE 10 01-01 KANG KAR MALL
685,Halal Section @ NTUC Fairprice,212,BEDOK NORTH STREET 1,01-147,,460212,103.93164,1.325943,212 BEDOK NORTH STREET 1 01-147 
686,Halal Section @ NTUC Fairprice,53,Amk Mo Kio ave 3,B2-26,AMK HUB,569933,103.8484125,1.3691879999999998,53 Amk Mo Kio ave 3 B2-26 AMK HUB
687,Halal Section @ NTUC Fairprice,4,Tampines central 5,B1-12,tampines mall,529510,103.944663,1.352592,4 Tampines central 5 B1-12 tampines mall
688,Halal Section @ NTUC Fairprice,3,SIMEI STREET 6,05-01,EASTPOINT MALL,528833,103.953384,1.342719,3 SIMEI STREET 6 05-01 EASTPOINT MALL
689,Halal Section @ NTUC Fairprice,460,ALEXANDRA ROAD,0 1-09/16,PSA BUILDING,119963,103.8012255,1.273563,460 ALEXANDRA ROAD 0 1-09/16 PSA BUILDING
690,Halal Section @ NTUC Fairprice,166,BUKIT MERAH CENTRAL,01-3531,BUKIT MERAH AREA OFFICE,150166,103.8176415,1.283121,166 BUKIT MERAH CENTRAL 01-3531 BUKIT MERAH AREA OFFICE
691,Halal Section @ NTUC Fairprice,192,LORONG 4 TOA PAYOH,01-672,,310192,103.850487,1.331667,192 LORONG 4 TOA PAYOH 01-672 
692,Halal Section @ NTUC Fairprice,8,Changi Business Park Ave 1,,,486018,103.963887,1.334826,8 Changi Business Park Ave 1  
693,Halal Section @ NTUC Fairprice,2,JOO CHIAT ROAD,01-1139,JOO CHIAT COMPLEX,420002,103.898763,1.315539,2 JOO CHIAT ROAD 01-1139 JOO CHIAT COMPLEX
694,Halal Section @ NTUC Fairprice,1,Hougang st 91,02-01,,528892,103.944677024,1.340865299,1 Hougang st 91 02-01 
695,Halal Section @ NTUC Fairprice,1,PASIR RIS CENTRAL STREET 3,B1-10,WHITESANDS,518457,103.9496355,1.372365,1 PASIR RIS CENTRAL STREET 3 B1-10 WHITESANDS
696,Halal Section @ NTUC Fairprice,51,Tampines Avenue 4,B1-01,Festive Mall@Our Tampines Hub,529684,103.9404105,1.353141,51 Tampines Avenue 4 B1-01 Festive Mall@Our Tampines Hub
697,Halims Fish Soup (S12) @ The Food Market Century Square,2,TAMPINES CENTRAL 5,03-19,CENTURY SQUARE,529509,103.9437855,1.352358,2 TAMPINES CENTRAL 5 03-19 CENTURY SQUARE
698,Halim's Fish Soup (S4) @Foodjunction Junction 8,9,BISHAN PLACE,04-01,JUNCTION 8 SHOPPING CENTRE,579837,103.8485655,1.350711,9 BISHAN PLACE 04-01 JUNCTION 8 SHOPPING CENTRE
699,Halim's Sliced Fish Soup (S12)@Foodjunction Eastpoint,3,SIMEI STREET 6,04-04,EASTPOINT MALL,528833,103.953384,1.342719,3 SIMEI STREET 6 04-04 EASTPOINT MALL
700,Handi Restaurant & Catering,42/44,SAM LEONG ROAD,,,207934,103.856571,1.309887,42/44 SAM LEONG ROAD  
701,Handmade Noodle & Fish Soup (S5) @ Bagus Harbourfront,1,MARITIME SQUARE,0  1-103/108,HARBOURFRONT CENTRE,099253,103.819437,1.26306,1 MARITIME SQUARE 0  1-103/108 HARBOURFRONT CENTRE
702,Handmade Noodle (R3A) @ Bagus Causeway Point,1,WOODLANDS SQUARE,07-03,CAUSEWAY POINT,738099,103.785984,1.435878,1 WOODLANDS SQUARE 07-03 CAUSEWAY POINT
703,Hanis,100,VICTORIA STREET,01-01,NATIONAL LIBRARY,188064,103.85382,1.29757,100 VICTORIA STREET 01-01 NATIONAL LIBRARY
704,Hanis,8,WILKIE ROAD,01-22,WILKIE EDGE,228095,103.8495105,1.30212,8 WILKIE ROAD 01-22 WILKIE EDGE
705,Hanis,1,Jurong East Street 21,02-09,TOWER A Ng Teng Fong General Hospital,609606,103.7442825,1.334826,1 Jurong East Street 21 02-09 TOWER A Ng Teng Fong General Hospital
706,Hanis,3,SIMEI STREET 6,01-14,EASTPOINT MALL,528833,103.953384,1.342719,3 SIMEI STREET 6 01-14 EASTPOINT MALL
707,HANNA'S FUSION & JAPANESE,1,ROCHOR CANAL ROAD,04-02F,SIM LIM SQUARE,188504,103.8530385,1.30302,1 ROCHOR CANAL ROAD 04-02F SIM LIM SQUARE
708,Happiness Sunbo Chicken Rice (S7) @ NTUC FoodFare KTPH,90,Yishun Central,01-12,Khoo Teck Puat Hospital,768828,103.83827,1.4238300000000002,90 Yishun Central 01-12 Khoo Teck Puat Hospital
709,HA-VEN GOURMET PIZZA FOCCACIA CAFE,40,WOODLANDS STREET 41,,SINGAPORE AMERICAN SCHOOL,738547,103.774473,1.425996,40 WOODLANDS STREET 41  SINGAPORE AMERICAN SCHOOL
710,Hawkerman,10,EUNOS ROAD 8,B  1-128/129,SINGAPORE POST CENTRE,408600,103.894506,1.318959,10 EUNOS ROAD 8 B  1-128/129 SINGAPORE POST CENTRE
711,Heavenly Wang (Mngd by NTUC Foodfare),1,PASIR RIS CLOSE,02-336,PASIR RIS NTUC RESORT,519599,103.9548285,1.377495,1 PASIR RIS CLOSE 02-336 PASIR RIS NTUC RESORT
712,Heavenly Wang (Mngd by NTUC Foodfare),3,SIMEI STREET 6,B1-20,EASTPOINT MALL,528833,103.953384,1.342719,3 SIMEI STREET 6 B1-20 EASTPOINT MALL
713,Heavenly Wang (Mngd by NTUC Foodfare),1,Jurong East Street 21,01-02,"Ng Teng Fong General Hospital, Tower B",609606,103.7442825,1.334826,"1 Jurong East Street 21 01-02 Ng Teng Fong General Hospital, Tower B"
714,Heavenly Wang (Mngd by NTUC Foodfare),118,RIVERVALE DRIVE,01-38,RIVERVALE PLAZA,540118,103.9020885,1.385532,118 RIVERVALE DRIVE 01-38 RIVERVALE PLAZA
715,Heavenly Wang (Mngd by NTUC Foodfare),63,EAST COAST ROAD,01-06,,428776,103.903488,1.305315,63 EAST COAST ROAD 01-06 
716,Heavenly Wang (Mngd by NTUC Foodfare),3,TEMASEK BOULEVARD,01-329,SUNTEC CITY MALL,038983,103.859307,1.295001,3 TEMASEK BOULEVARD 01-329 SUNTEC CITY MALL
717,Heavenly Wang (Mngd by NTUC Foodfare),100,BUKIT TIMAH ROAD,01-33A,KK WOMEN'S AND CHILDREN'S HOSPITAL,229899,103.846761,1.3104900000000002,100 BUKIT TIMAH ROAD 01-33A KK WOMEN'S AND CHILDREN'S HOSPITAL
718,Heavenly Wang (Mngd by NTUC Foodfare),20,PASIR PANJANG ROAD,02-21,"Kitchen Loft, Mapletree Business City",117439,103.7990745,1.274823,"20 PASIR PANJANG ROAD 02-21 Kitchen Loft, Mapletree Business City"
719,Heavenly Wang (Mngd by NTUC Foodfare),24,RAFFLES PLACE,B1-01/10,CLIFFORD CENTRE,048621,103.8521295,1.283859,24 RAFFLES PLACE B1-01/10 CLIFFORD CENTRE
720,Heavenly Wang (Mngd by NTUC Foodfare),12,MARINA BOULEVARD,02-01,Marina Bay Financial Centre,018982,103.854474,1.279152,12 MARINA BOULEVARD 02-01 Marina Bay Financial Centre
721,Heavenly Wang (Mngd by NTUC Foodfare),90,YISHUN CENTRAL,B1-08,KHOO TECK PUAT HOSPITAL TOWER C,768828,103.83858,1.4240789999999999,90 YISHUN CENTRAL B1-08 KHOO TECK PUAT HOSPITAL TOWER C
723,Heavenly Wang (Mngd by NTUC Foodfare),10,Airport Boulevard,02-80,Changi Airport Terminal 4,819665,103.982724,1.339038,10 Airport Boulevard 02-80 Changi Airport Terminal 4
724,Heavenly Wang (Mngd by NTUC Foodfare),118,RIVERVALE DRIVE,01-38,RIVERVALE PLAZA,540118,103.9020885,1.385532,118 RIVERVALE DRIVE 01-38 RIVERVALE PLAZA
725,Heavenly Wang (Mngd by NTUC Foodfare),1,Jurong East Street 21,01-02,"Ng Teng Fong General Hospital, Tower B",609606,103.7442825,1.334826,"1 Jurong East Street 21 01-02 Ng Teng Fong General Hospital, Tower B"
