,Name,Address1,Address2,Address3,Address4,Postal,lng,lat,full_address
1285,Manhattan Fish Market,1,WOODLANDS SQUARE,02-34,CAUSEWAY POINT,738099,103.785984,1.435878,1 WOODLANDS SQUARE 02-34 CAUSEWAY POINT
1286,Manhattan Fish Market,2,JURONG EAST CENTRAL 1,0 4-10/21,JURONG ENTERTAINMENT CENTRE,609731,103.7401785,1.333269,2 JURONG EAST CENTRAL 1 0 4-10/21 JURONG ENTERTAINMENT CENTRE
1287,Manhattan Fish Market,930,YISHUN AVENUE 2,02-08,NORTHPOINT,769098,103.835979,1.429344,930 YISHUN AVENUE 2 02-08 NORTHPOINT
1288,Manhattan Fish Market,68,ORCHARD ROAD,06-07,PLAZA SINGAPURA,238839,103.8449835,1.3000319999999999,68 ORCHARD ROAD 06-07 PLAZA SINGAPURA
1289,Manhattan Fish Market,,5 Changi Business Park Central 1,01-39/40,Changi City Point Mall,486038,103.963023,1.334088, 5 Changi Business Park Central 1 01-39/40 Changi City Point Mall
1290,Manhattan Fish Market,80,AIRPORT BOULEVARD,03-18,CHANGI AIRPORT TERMINAL 1-Level 3 Viewing Mall Ctr,819642,103.990842,1.362537,80 AIRPORT BOULEVARD 03-18 CHANGI AIRPORT TERMINAL 1-Level 3 Viewing Mall Ctr
1291,Manhattan Fish Market,90,HOUGANG AVENUE 10,0  4-10/10A,HOUGANG MALL,538766,103.893696,1.372203,90 HOUGANG AVENUE 10 0  4-10/10A HOUGANG MALL
1292,Manhattan Fish Market,1,Vista Exchange Green,B1-10,THE STAR VISTA,138617,103.788153,1.306719,1 Vista Exchange Green B1-10 THE STAR VISTA
1293,Manhattan Fish Market,3,TEMASEK BOULEVARD,B1 -134,SUNTEC CITY MALL,038983,103.859307,1.295001,3 TEMASEK BOULEVARD B1 -134 SUNTEC CITY MALL
1294,MARI MARI,802,BUKIT BATOK WEST AVENUE 5,01-11,BUKIT GOMBAK MRT STATION,659083,103.75191,1.358676,802 BUKIT BATOK WEST AVENUE 5 01-11 BUKIT GOMBAK MRT STATION
1295,Marina Bay BBQ Steamboat Buffet (S11-16) @ Satay By The Bay,18,MARINA GARDENS DRIVE,,,018953,103.86432,1.281816,18 MARINA GARDENS DRIVE  
1296,MARRYBROWN,43,Siloso Beach Walk,01-03,iFly  Singapore,099010,103.817394,1.252152,43 Siloso Beach Walk 01-03 iFly  Singapore
1297,Mata Thai,508,BISHAN STREET 11,01-390,,570508,103.8492675,1.348695,508 BISHAN STREET 11 01-390 
1298,Mata Thai,508,BISHAN STREET 11,01-390,,570508,103.8492675,1.348695,508 BISHAN STREET 11 01-390 
1299,Maxwell (Telok Ayer) Fish Soup,7,MAXWELL ROAD,,MND BUILDING ANNEXE B (Amoy Street Food Centre),069111,103.846608,1.279215,7 MAXWELL ROAD  MND BUILDING ANNEXE B (Amoy Street Food Centre)
1300,MBK THAI,824,TAMPINES STREET 81,01-22,,520824,103.9327155,1.349037,824 TAMPINES STREET 81 01-22 
1301,McDonald's,10,Airport Boulevard,02-204,Changi Airport Terminal 4,819665,103.982724,1.339038,10 Airport Boulevard 02-204 Changi Airport Terminal 4
1302,McDonald's,1,JURONG WEST CENTRAL 2,01-31,JURONG POINT SHOPPING CENTRE,648886,103.7067075,1.339632,1 JURONG WEST CENTRAL 2 01-31 JURONG POINT SHOPPING CENTRE
1303,McDonald's,1,JOO KOON CIRCLE,01-27-31,Fairprice Hub,629117,103.67899,1.32702,1 JOO KOON CIRCLE 01-27-31 Fairprice Hub
1304,McDonald's,6,JURONG WEST AVENUE 1,,JURONG GREEN COMMUNITY CLUB,649520,103.725351,1.350468,6 JURONG WEST AVENUE 1  JURONG GREEN COMMUNITY CLUB
1305,McDonald's,374,BUKIT BATOK STREET 31,0 1-198/202,,650374,103.7506005,1.3580100000000002,374 BUKIT BATOK STREET 31 0 1-198/202 
1306,McDonald's,152,BUKIT BATOK STREET 11,01-280,,650152,103.7442555,1.348299,152 BUKIT BATOK STREET 11 01-280 
1307,McDonald's,684,HOUGANG AVENUE 8,01-999,,530684,103.8868965,1.373958,684 HOUGANG AVENUE 8 01-999 
1308,McDonald's,144,UPPER BUKIT TIMAH ROAD,01-39/40,BEAUTY WORLD CENTRE,588177,103.7765385,1.342413,144 UPPER BUKIT TIMAH ROAD 01-39/40 BEAUTY WORLD CENTRE
1309,McDonald's,638,JURONG WEST STREET 61,01-01,PIONEER MALL,640638,103.6971765,1.341693,638 JURONG WEST STREET 61 01-01 PIONEER MALL
1310,McDonald's,1A,YUAN CHING ROAD,,SUPERBOWL COMPLEX,618640,103.724523,1.325889,1A YUAN CHING ROAD  SUPERBOWL COMPLEX
1311,McDonald's,2,JURONG EAST CENTRAL 1,01-09,JCUBE,609731,103.7401785,1.333269,2 JURONG EAST CENTRAL 1 01-09 JCUBE
1312,McDonald's,291,"BOON LAY WAY,",,JURONG CENTRAL PARK,649849,103.7086515,1.339173,"291 BOON LAY WAY,  JURONG CENTRAL PARK"
1313,McDonald's,2,JURONG EAST STREET 21,01-18,IMM BUILDING,609601,103.7464605,1.334988,2 JURONG EAST STREET 21 01-18 IMM BUILDING
1314,McDonald's,15,SCIENCE CENTRE ROAD,,KINETIC GARDEN SINGAPORE SCIENCE CENTRE,609081,103.735755,1.333062,15 SCIENCE CENTRE ROAD  KINETIC GARDEN SINGAPORE SCIENCE CENTRE
1315,McDonald's,76,"NANYANG DRIVE,BLK N2. 1",0  1-08,NANYANG TECHNOLOGIAL UNIVERSITY,637331,103.682025,1.346607,"76 NANYANG DRIVE,BLK N2. 1 0  1-08 NANYANG TECHNOLOGIAL UNIVERSITY"
1316,McDonald's,1,PASIR RIS CLOSE,01-338,Downtown East,519599,103.9555299339,1.3771599484000001,1 PASIR RIS CLOSE 01-338 Downtown East
1317,McDonald's,9,"BUONA VISTA DRIVE,TOWER 1",01-08,THE METROPOLIS,138588,103.791231,1.306233,"9 BUONA VISTA DRIVE,TOWER 1 01-08 THE METROPOLIS"
1318,McDonald's,460,ALEXANDRA ROAD,01-25,PSA BUILDING (ALEXANDRA RETAIL CENTRE),119963,103.8018,1.27351,460 ALEXANDRA ROAD 01-25 PSA BUILDING (ALEXANDRA RETAIL CENTRE)
1319,McDonald's,350,ORCHARD ROAD,05-12/13,", #05  21 SHAW HOUSE",238868,103.831506,1.3058100000000001,"350 ORCHARD ROAD 05-12/13 , #05  21 SHAW HOUSE"
1320,McDonald's,2,ORCHARD LINK,02-43,*SCAPE PARK,237978,103.8359835,1.301256,2 ORCHARD LINK 02-43 *SCAPE PARK
1321,McDonald's,35,SELEGIE ROAD,B1-38,PARKLANE SHOPPING MALL,188307,103.849443,1.300653,35 SELEGIE ROAD B1-38 PARKLANE SHOPPING MALL
1322,McDonald's,304,ORCHARD ROAD,B1-19,"TO #B1 25, #B1 44 TO #B1 46, LUCKY PLAZA",238863,103.8337245,1.304307,"304 ORCHARD ROAD B1-19 TO #B1 25, #B1 44 TO #B1 46, LUCKY PLAZA"
1323,McDonald's,580,QUEENSWAY,01-01,,149066,103.802112,1.304064,580 QUEENSWAY 01-01 
1324,McDonald's,632,BUKIT BATOK CENTRAL,01-138,/ #01 140 / #01 142,650632,103.7505375,1.349415,632 BUKIT BATOK CENTRAL 01-138 / #01 140 / #01 142
1325,McDonald's,302,TIONG BAHRU ROAD,0  1 -145-147,TIONG BAHRU PLAZA,168732,103.827809925,1.2865800255,302 TIONG BAHRU ROAD 0  1 -145-147 TIONG BAHRU PLAZA
1326,McDonald's,68,ORCHARD ROAD,B 1-23-24,PLAZA SINGAPURA,238839,103.8449835,1.3000319999999999,68 ORCHARD ROAD B 1-23-24 PLAZA SINGAPURA
1327,McDonald's,180,KITCHENER ROAD,B1-03,AND #B1 05  CITY SQUARE MALL,208539,103.856625,1.31139,180 KITCHENER ROAD B1-03 AND #B1 05  CITY SQUARE MALL
1328,McDonald's,9,BISHAN PLACE,01-20,JUNCTION 8 SHOPPING CENTRE,579837,103.8485655,1.350711,9 BISHAN PLACE 01-20 JUNCTION 8 SHOPPING CENTRE
1329,McDonald's,3,SIMEI STREET 6,01-34,EASTPOINT MALL,528833,103.953384,1.342719,3 SIMEI STREET 6 01-34 EASTPOINT MALL
1330,McDonald's,60,"AIRPORT BOULEVARD, CHANGI AIRPORT TERMINAL 2",M016-017,"MEZZANINE LEVEL, ARRIVAL MEETING HALL SOUTH",819643,103.9895145,1.3541940000000001,"60 AIRPORT BOULEVARD, CHANGI AIRPORT TERMINAL 2 M016-017 MEZZANINE LEVEL, ARRIVAL MEETING HALL SOUTH"
1331,McDonald's,744,BEDOK RESERVOIR ROAD,0 1-3019,,470744,103.9216635,1.337859,744 BEDOK RESERVOIR ROAD 0 1-3019 
1332,McDonald's,1000,"EAST COAST PARKWAY, EAST COAST PARK",01-05,MARINE COVE,449876,103.9133925,1.3016429999999999,"1000 EAST COAST PARKWAY, EAST COAST PARK 01-05 MARINE COVE"
1333,McDonald's,267,SERANGOON AVENUE 3,01-37,,550267,103.870953,1.353168,267 SERANGOON AVENUE 3 01-37 
1334,McDonald's,1,HOUGANG STREET 91,0 1-26/39,HOUGANG ONE,538692,103.879719,1.3757220000000001,1 HOUGANG STREET 91 0 1-26/39 HOUGANG ONE
1335,McDonald's,90,HOUGANG AVENUE 10,0 1-16/17,HOUGANG MALL,538766,103.893696,1.372203,90 HOUGANG AVENUE 10 0 1-16/17 HOUGANG MALL
1336,McDonald's,21,TAMPINES AVENUE 1,3 0B-01-02,TEMASEK POLYTECHNIC,529757,103.93268,1.34654,21 TAMPINES AVENUE 1 3 0B-01-02 TEMASEK POLYTECHNIC
1337,McDonald's,80,PUNGGOL FIELD,01-02,PUNGGOL 21 COMMUNITY CLUB,828815,103.9137435,1.393461,80 PUNGGOL FIELD 01-02 PUNGGOL 21 COMMUNITY CLUB
1338,McDonald's,113,ALJUNIED AVENUE 2,01-01,,380113,103.8861585,1.320525,113 ALJUNIED AVENUE 2 01-01 
1339,McDonald's,65,AIRPORT BOULEVARD,01-21,CHANGI AIRPORT TERMINAL 3,819663,103.9851675,1.354374,65 AIRPORT BOULEVARD 01-21 CHANGI AIRPORT TERMINAL 3
1340,McDonald's,311,NEW UPPER CHANGI ROAD,01-10/11,BEDOK MALL,467360,103.9292685,1.324773,311 NEW UPPER CHANGI ROAD 01-10/11 BEDOK MALL
1341,McDonald's,55,"SIGLAP ROAD, SIGLAP CENTRE",0  1  - 0  7   -  0   9,,455871,103.9231665,1.312605,"55 SIGLAP ROAD, SIGLAP CENTRE 0  1  - 0  7   -  0   9 "
1342,McDonald's,9,TAMPINES AVENUE 2,01-02,SHELL SERVICE STATION,529731,103.94769,1.349,9 TAMPINES AVENUE 2 01-02 SHELL SERVICE STATION
1343,McDonald's,1,PASIR RIS CENTRAL STREET 3,01-28/29,WHITE SAND SHOPPING MALL,518457,103.9496355,1.372365,1 PASIR RIS CENTRAL STREET 3 01-28/29 WHITE SAND SHOPPING MALL
1344,McDonald's,539,BEDOK NORTH STREET 3,01-643,,460539,103.9252545,1.331235,539 BEDOK NORTH STREET 3 01-643 
1345,McDonald's,1,"MARINE PARADE CENTRAL, PARKWAY CENTRE",01-01,,449408,103.9059945,1.301886,"1 MARINE PARADE CENTRAL, PARKWAY CENTRE 01-01 "
1346,McDonald's,118,RIVERVALE DRIVE,01-32,,540118,103.9020885,1.385532,118 RIVERVALE DRIVE 01-32 
1347,McDonald's,3,TEMASEK BOULEVARD,0  2  -732/733,SUNTEC CITY MALL,038983,103.859307,1.295001,3 TEMASEK BOULEVARD 0  2  -732/733 SUNTEC CITY MALL
1348,McDonald's,151/152,ROCHOR ROAD,,,188426,103.855248,1.300914,151/152 ROCHOR ROAD  
1349,McDonald's,333,NORTH BRIDGE ROAD,01-00,"& #02  00, K H KEA BUILDING",188721,103.85361,1.296144,"333 NORTH BRIDGE ROAD 01-00 & #02  00, K H KEA BUILDING"
1350,McDonald's,818,Choa Chu Kang Avenue 1,01-02,,680818,103.7488275,1.3780350000000001,818 Choa Chu Kang Avenue 1 01-02 
1351,McDonald's,21,CHOA CHU KANG AVENUE 4,01-20,LOT 1 SHOPPER'S MALL,689812,103.7449755,1.38501,21 CHOA CHU KANG AVENUE 4 01-20 LOT 1 SHOPPER'S MALL
1352,McDonald's,768,WOODLANDS AVENUE 6,01-01,,730768,103.7981295,1.4456609999999999,768 WOODLANDS AVENUE 6 01-01 
1353,McDonald's,1,QUEENSWAY,02-46,QUEENSWAY SHOPPING CENTRE,149053,103.8034215,1.287819,1 QUEENSWAY 02-46 QUEENSWAY SHOPPING CENTRE
1354,McDonald's,18,MARINA GARDENS DRIVE,02-04,(GARDENS BY THE BAY VISITORS CENTRE),018953,103.8657599706,1.2819700294,18 MARINA GARDENS DRIVE 02-04 (GARDENS BY THE BAY VISITORS CENTRE)
1355,McDonald's,3,ANSON ROAD,01-03,SPRINGLEAF TOWER,079909,103.8462435,1.275093,3 ANSON ROAD 01-03 SPRINGLEAF TOWER
1356,McDonald's,1,"JELEBU ROAD, BUKIT PANJANG PLAZA",02-01,,677743,103.7641455,1.380321,"1 JELEBU ROAD, BUKIT PANJANG PLAZA 02-01 "
1357,McDonald's,,PART OF BLK 293 YISHUN STREET 22,01-237,,760293,103.8376035,1.436112, PART OF BLK 293 YISHUN STREET 22 01-237 
1358,McDonald's,208,HOUGANG STREET 21,01-217,,530208,103.8866355,1.3586939999999998,208 HOUGANG STREET 21 01-217 
1359,McDonald's,600,TOA PAYOH LORONG 4,01-02,,319515,103.850955,1.3340429999999999,600 TOA PAYOH LORONG 4 01-02 
1360,McDonald's,5,TAMPINES AVENUE 3,01-07,TAMPINES WEST COMMUNITY CLUB,529705,103.935717,1.348776,5 TAMPINES AVENUE 3 01-07 TAMPINES WEST COMMUNITY CLUB
1361,McDonald's,5,TAMPINES STREET 32,01-01,TAMPINES MART,529284,103.9601925,1.354554,5 TAMPINES STREET 32 01-01 TAMPINES MART
1362,McDonald's,512A,TAMPINES CENTRAL 1,01-K1,,521512,103.9439475,1.354527,512A TAMPINES CENTRAL 1 01-K1 
1363,McDonald's,513,TAMPINES CENTRAL 1,01-150,,520513,103.9443975,1.353915,513 TAMPINES CENTRAL 1 01-150 
1364,McDonald's,57,ANCHORVALE ROAD,02-03,SENG KANG SPORTS & RECREATION CENTRE,544964,103.8866625,1.396179,57 ANCHORVALE ROAD 02-03 SENG KANG SPORTS & RECREATION CENTRE
1365,McDonald's,293,Toa Payoh Lorong 6,01-02,TOA PAYOH SAFRA CLUB HOUSE,319387,103.85415449999999,1.330344,293 Toa Payoh Lorong 6 01-02 TOA PAYOH SAFRA CLUB HOUSE
1366,McDonald's,10,CHOA CHU KANG AVENUE 4,01-21,CHOA CHU KANG MRT STATION,689810,103.744296,1.385109,10 CHOA CHU KANG AVENUE 4 01-21 CHOA CHU KANG MRT STATION
1367,McDonald's,23,Serangoon Central,B2-05-08,NEX,556083,103.872294,1.350765,23 Serangoon Central B2-05-08 NEX
1368,McDonald's,846,YISHUN RING ROAD,01-3669,,760846,103.8346425,1.416789,846 YISHUN RING ROAD 01-3669 
1369,McDonald's,930,YISHUN AVENUE 2,01-12/13,NORTHPOINT,769098,103.835979,1.429344,930 YISHUN AVENUE 2 01-12/13 NORTHPOINT
1370,McDonald's,4,TAMPINES CENTRAL 5,01-33,TAMPINES MALL,529510,103.944663,1.352592,4 TAMPINES CENTRAL 5 01-33 TAMPINES MALL
1371,McDonald's,33,SENGKANG WEST AVE,01-04/05/06,THE SELETAR MALL,797653,103.876236,1.3914,33 SENGKANG WEST AVE 01-04/05/06 THE SELETAR MALL
1372,McDonald's,11,Rivervale Crescent,01- 26/26A/27,RIVERVALE MALL,545082,103.904226,1.392228,11 Rivervale Crescent 01- 26/26A/27 RIVERVALE MALL
1373,McDonald's,490,LORONG 6 TOA PAYOH,01-11,,310490,103.8483045,1.332648,490 LORONG 6 TOA PAYOH 01-11 
1375,McDonald's,24,RAFFLES PLACE,B1-01-10,CLIFFORD CENTRE,048621,103.8521295,1.283859,24 RAFFLES PLACE B1-01-10 CLIFFORD CENTRE
1376,McDonald's,1,PARK ROAD,01-69 TO 75,PEOPLE'S PARK COMPLEX,059108,103.8423645,1.283931,1 PARK ROAD 01-69 TO 75 PEOPLE'S PARK COMPLEX
1377,McDonald's,1,HARBOUR FRONT WALK,B2-40 TO  42,VIVO CITY,098585,103.822398,1.264383,1 HARBOUR FRONT WALK B2-40 TO  42 VIVO CITY
1378,McDonald's,120,PASIR RIS CENTRAL,01-12,PASIR RIS SPORTS AND RECREATION CENTRE,519640,103.952304,1.3741919999999999,120 PASIR RIS CENTRAL 01-12 PASIR RIS SPORTS AND RECREATION CENTRE
1379,McDonald's,93,PASIR RIS DRIVE 3,01-02,PASIR RIS ELIAS COMMUNITY CENTRE,519498,103.942863,1.378314,93 PASIR RIS DRIVE 3 01-02 PASIR RIS ELIAS COMMUNITY CENTRE
1380,McDonald's,383,BUKIT TIMAH ROAD,01-09C,"& #01  K1, ALOCASSIA APARTMENT",259727,103.8271905,1.319454,"383 BUKIT TIMAH ROAD 01-09C & #01  K1, ALOCASSIA APARTMENT"
1381,McDonald's,101,THOMSON ROAD,B 1-11/12,UNITED SQUARE,307591,103.843872,1.317141,101 THOMSON ROAD B 1-11/12 UNITED SQUARE
1382,McDonald's,252,NORTH BRIDGE ROAD,01-49/50/51,RAFFLES CITY SHOPPING CENTRE,179103,103.8529000084,1.2944899911,252 NORTH BRIDGE ROAD 01-49/50/51 RAFFLES CITY SHOPPING CENTRE
1383,McDonald's,6,RAFFLES BOULEVARD,0  2 -156/157,/166 MARINA SQUARE,039594,103.8575385,1.291275,6 RAFFLES BOULEVARD 0  2 -156/157 /166 MARINA SQUARE
1384,McDonald's,10,"JALAN SERENE, SERENE CENTRE",01-01,,258748,103.8137535,1.322433,"10 JALAN SERENE, SERENE CENTRE 01-01 "
1385,McDonald's,,PART OF 451 CLEMENTI AVENUE 3,01-309,,120451,103.7654775,1.312479, PART OF 451 CLEMENTI AVENUE 3 01-309 
1386,McDonald's,900,SOUTH WOODLANDS DRIVE,01-01,AND #01  08  WOODLANDS CIVIC CENTRE,730900,103.786812,1.43514,900 SOUTH WOODLANDS DRIVE 01-01 AND #01  08  WOODLANDS CIVIC CENTRE
1387,McDonald's,30,SEMBAWANG DRIVE,0 1-16/17,SUN PLAZA,757713,103.8195,1.448199,30 SEMBAWANG DRIVE 0 1-16/17 SUN PLAZA
1388,McDonald's,3155,COMMONWEALTH AVE WEST,01,06/07/08/09 THE CLEMENTI MALL,129588,103.7644245,1.3149,3155 COMMONWEALTH AVE WEST 01 06/07/08/09 THE CLEMENTI MALL
1389,McDonald's,10,"KENT RIDGE CRESCENT, KENT RIDGE CAMPUS",,"NUS, FACULTY OF ENGINEERING ANNEXE",119260,103.7729655,1.296702,"10 KENT RIDGE CRESCENT, KENT RIDGE CAMPUS  NUS, FACULTY OF ENGINEERING ANNEXE"
1390,McDonald's,583,ORCHARD ROAD,"B1-25,33-35",FORUM THE SHOPPING MALL,238884,103.8288015,1.306332,"583 ORCHARD ROAD B1-25,33-35 FORUM THE SHOPPING MALL"
1391,McDonald's,1,WOODLANDS SQUARE,0  1  - 35/36/37,CAUSEWAY POINT,738099,103.785984,1.435878,1 WOODLANDS SQUARE 0  1  - 35/36/37 CAUSEWAY POINT
1393,McDonald's,133,NEW BRIDGE ROAD,01-03,CHINATOWN POINT 2,059413,103.845213,1.285425,133 NEW BRIDGE ROAD 01-03 CHINATOWN POINT 2
1394,McDonald's,1,SOUTH CANAL ROAD,,,048508,103.8498345,1.285785,1 SOUTH CANAL ROAD  
1395,McDonald's,43,SILOSO BEACH WALK (SENTOSA),01-04,IFLY,099010,103.817394,1.252152,43 SILOSO BEACH WALK (SENTOSA) 01-04 IFLY
1396,McDonald's,1,SENGKANG SQUARE,B1-13,COMPASS ONE,545078,103.8946200667,1.391930055,1 SENGKANG SQUARE B1-13 COMPASS ONE
1398,McDonald's,600,HOUGANG AVENUE 3,01-01,,538846,103.89015,1.349208,600 HOUGANG AVENUE 3 01-01 
1399,McDonald's,624,CHOA CHU KANG STREET 62,01-262,& #01  264,680624,103.7470275,1.397916,624 CHOA CHU KANG STREET 62 01-262 & #01  264
1400,McDonald's,445,FAJAR ROAD,01-520,,670445,103.7705985,1.383741,445 FAJAR ROAD 01-520 
1401,McDonald's,533,CHOA CHU KANG STREET 51,01-01,LIMBANG SHOPPING CENTRE,680533,103.743099,1.392075,533 CHOA CHU KANG STREET 51 01-01 LIMBANG SHOPPING CENTRE
1402,McDonald's,50,Jurong Gateway Road,01-63,"& #02  55, JEM",608549,103.743261,1.332549,"50 Jurong Gateway Road 01-63 & #02  55, JEM"
1403,McDonald's,256,JURONG EAST STREET 24,01-381,,600256,103.7382615,1.344168,256 JURONG EAST STREET 24 01-381 
1404,McDonald's,8,JURONG WEST STREET 52,01-05,JURONG SPRING COMMUNITY CLUB,649296,103.7181375,1.348407,8 JURONG WEST STREET 52 01-05 JURONG SPRING COMMUNITY CLUB
1405,McDonald's,762,JURONG WEST STREET 75,02-250,,640762,103.69764,1.3488120000000001,762 JURONG WEST STREET 75 02-250 
1406,McDonald's,71,WEST COAST HIGHWAY,,,126844,103.7633085,1.297683,71 WEST COAST HIGHWAY  
1407,McDonald's,304,ORCHARD ROAD KIOSK 1,,LUCKY PLAZA,238863,103.8337245,1.304307,304 ORCHARD ROAD KIOSK 1  LUCKY PLAZA
1408,McDonald's,3501,JALAN BUKIT MERAH,01-01,REGAL THEATRE,159460,103.818267,1.283481,3501 JALAN BUKIT MERAH 01-01 REGAL THEATRE
1409,McDonald's,51,ANG MO KIO AVENUE 3,01-04,51@AMK,569922,103.847157,1.3692959999999998,51 ANG MO KIO AVENUE 3 01-04 51@AMK
1410,McDonald's,448,ANG MO KIO AVENUE 10,01-1693,,560448,103.8563955,1.367442,448 ANG MO KIO AVENUE 10 01-1693 
1411,McDonald's,1378,Ang Mo Kio Ave 1,,,569981,103.846635,1.361043,1378 Ang Mo Kio Ave 1  
1412,McDonald's,369,SEMBAWANG ROAD,01-01,,758382,103.8261645,1.426941,369 SEMBAWANG ROAD 01-01 
1413,McDonald's,163,ANG MO KIO AVENUE 4,01-438,,560163,103.8381705,1.373553,163 ANG MO KIO AVENUE 4 01-438 
1414,McDonald's,258,PASIR RIS STREET 21,01-25,LOYANG POINT,510258,103.964634,1.367064,258 PASIR RIS STREET 21 01-25 LOYANG POINT
1415,McDonald's,60,PAYA LEBAR ROAD,01-68,/69/74/75/76/K3  PAYA LEBAR SQUARE,409051,103.89258,1.3188149999999998,60 PAYA LEBAR ROAD 01-68 /69/74/75/76/K3  PAYA LEBAR SQUARE
1416,McDonald's,148,POTONG PASIR AVENUE 1,01-43,,350148,103.867776,1.332351,148 POTONG PASIR AVENUE 1 01-43 
1417,McDonald's,632,BEDOK RESERVOIR ROAD,01-850,,470632,103.914144,1.3320539999999998,632 BEDOK RESERVOIR ROAD 01-850 
1418,McDonald's,10,ANG MO KIO STREET 12,,,567740,103.844826,1.372374,10 ANG MO KIO STREET 12  
1419,McDonald's,5,CHANGI BUSINESS PARK CENTRAL 1,01-10/11,CHANGI CITY POINT,486038,103.963023,1.334088,5 CHANGI BUSINESS PARK CENTRAL 1 01-10/11 CHANGI CITY POINT
1420,McDonald's,109,TOA PAYOH LORONG 1,01-318,,310109,103.846203,1.341234,109 TOA PAYOH LORONG 1 01-318 
1421,McDonald's,60,"AIRPORT BOULEVARD, CHANGI AIRPORT TERMINAL 2",36-70,DEPARTURE/TRANSIT LOUNGE CENTRAL,819643,103.9895145,1.3541940000000001,"60 AIRPORT BOULEVARD, CHANGI AIRPORT TERMINAL 2 36-70 DEPARTURE/TRANSIT LOUNGE CENTRAL"
1423,McDonald's,22,BOON KENG ROAD,01-01,,320022,103.861404,1.318176,22 BOON KENG ROAD 01-01 
1424,McDonald's,200,VICTORIA STREET,01-66,BUGIS JUNCTION,188021,103.8553875,1.298988,200 VICTORIA STREET 01-66 BUGIS JUNCTION
1425,McDonald's,678A,WOODLANDS AVENUE 6,01-05,,731678,103.801761,1.4405489999999999,678A WOODLANDS AVENUE 6 01-05 
1426,McDonald's,500,"DOVER ROAD, TEACHING BLOCK 16",01-13,SINGAPORE POLYTECHNIC,139651,103.77957,1.30756,"500 DOVER ROAD, TEACHING BLOCK 16 01-13 SINGAPORE POLYTECHNIC"
1427,McDonald's,28,BOON LAY WAY,0  1-173/174,,609971,103.751775,1.328202,28 BOON LAY WAY 0  1-173/174 
1428,McDonald's,35,TECK WHYE AVENUE,01-01,CHUA CHU KANG COMMUNITY CLUB,688892,103.751811,1.38123,35 TECK WHYE AVENUE 01-01 CHUA CHU KANG COMMUNITY CLUB
1429,McDonald's,83,Punggol Central,B2-07/K4,WATERWAY POINT (WEST WING),828761,103.9018000589,1.4057800345,83 Punggol Central B2-07/K4 WATERWAY POINT (WEST WING)
1430,McDonald's,1,MARITIME SQUARE,0  1 -86 TO 89,HARBOURFRONT CENTRE,099253,103.819437,1.26306,1 MARITIME SQUARE 0  1 -86 TO 89 HARBOURFRONT CENTRE
1431,McDonald's,211,NEW BRIDGE ROAD,01-10 TO 14,LUCKY CHINATOWN,059432,103.8433095,1.283643,211 NEW BRIDGE ROAD 01-10 TO 14 LUCKY CHINATOWN
1432,McDonald's - McCafe,513,TAMPINES CENTRAL 1,01-150,,520513,103.9443975,1.353915,513 TAMPINES CENTRAL 1 01-150 
1433,McDonald's - McCafe,10,JALAN SERENE,01-01,FARRER ROAD,258748,103.8137535,1.322433,10 JALAN SERENE 01-01 FARRER ROAD
1434,McDonald's - McCafe,3,SIMEI STREET 6,01-34,EASTPOINT MALL,528833,103.953384,1.342719,3 SIMEI STREET 6 01-34 EASTPOINT MALL
1435,McDonald's - McCafe,65,AIRPORT BOULEVARD,01-21,CHANGI AIRPORT TERMINAL 3,819663,103.9851675,1.354374,65 AIRPORT BOULEVARD 01-21 CHANGI AIRPORT TERMINAL 3
1436,McDonald's - McCafe,624,CHOA CHU KANG STREET 62,01-262,& #01  264,680624,103.7470275,1.397916,624 CHOA CHU KANG STREET 62 01-262 & #01  264
1437,McDonald's - McCafe,3,TEMASEK BOULEVARD,0  2  -732/733,SUNTEC CITY MALL,038983,103.859307,1.295001,3 TEMASEK BOULEVARD 0  2  -732/733 SUNTEC CITY MALL
1438,McDonald's - McCafe,1378,ANG MO KIO AVE 1,,,569981,103.846635,1.361043,1378 ANG MO KIO AVE 1  
1439,McDonald's - McCafe,208,HOUGANG STREET 21,01-217,,530208,103.8866355,1.3586939999999998,208 HOUGANG STREET 21 01-217 
1440,McDonald's - McCafe,293,TOA PAYOH LORONG 6,01-02,TOA PAYOH SAFRA CLUB HOUSE,319387,103.85415449999999,1.330344,293 TOA PAYOH LORONG 6 01-02 TOA PAYOH SAFRA CLUB HOUSE
1441,McDonald's - McCafe,1,MARITIME SQUARE,0  1 -86 TO 89,HARBOURFRONT CENTRE,099253,103.819437,1.26306,1 MARITIME SQUARE 0  1 -86 TO 89 HARBOURFRONT CENTRE
1442,McDonald's - McCafe,83,PUNGGOL CENTRAL,B2-07/K4,WATERWAY POINT (WEST WING),828761,103.9018000589,1.4057800345,83 PUNGGOL CENTRAL B2-07/K4 WATERWAY POINT (WEST WING)
1443,McDonald's - McCafe,291,BOON LAY WAY,,JURONG CENTRAL PARK,649849,103.7086515,1.339173,291 BOON LAY WAY  JURONG CENTRAL PARK
1444,McDonald's - McCafe,1,JURONG WEST CENTRAL 2,01-31,JURONG POINT SHOPPING CENTRE,648886,103.7067075,1.339632,1 JURONG WEST CENTRAL 2 01-31 JURONG POINT SHOPPING CENTRE
